COBERTURA,ID_ENTIDAD,ID_MUNICIPIO,ANIO,MES,ID_HORA,ID_MINUTO,ID_DIA,DIASEMANA,URBANA,SUBURBANA,TIPACCID,MOTOCICLET,BICICLETA,CAUSAACCI,CAPAROD,SEXO,ALIENTO,CINTURON,ID_EDAD,CONDMUERTO,CONDHERIDO,PASAMUERTO,PASAHERIDO,PEATMUERTO,PEATHERIDO,CICLMUERTO,CICLHERIDO,OTROMUERTO,OTROHERIDO,NEMUERTO,NEHERIDO,CLASACC,ESTATUS
Municipal,11,39,2020,8,0,20,4,Martes,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Mujer,Se ignora,Se ignora,35,0,0,0,0,0,0,0,1,0,0,0,0,No fatal,Cifras Definitivas
Municipal,11,41,2020,3,15,18,26,Jueves,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Mujer,Se ignora,Se ignora,63,0,0,0,0,0,0,0,1,0,0,0,0,No fatal,Cifras Definitivas
Municipal,11,41,2020,12,14,40,3,Jueves,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,Se ignora,Se ignora,73,0,0,0,0,0,0,0,1,0,0,0,0,No fatal,Cifras Definitivas
Municipal,11,42,2020,1,0,0,1,Miercoles,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,Se ignora,Se ignora,56,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas
Municipal,11,42,2020,3,14,40,27,Viernes,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,No,Se ignora,71,0,0,0,0,0,0,0,1,0,0,0,0,No fatal,Cifras Definitivas
Municipal,11,42,2020,7,14,24,21,Martes,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,Se ignora,Se ignora,60,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas
Municipal,11,42,2020,8,16,40,26,Miercoles,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,Se ignora,Se ignora,14,0,0,0,0,0,0,0,1,0,0,0,0,No fatal,Cifras Definitivas
Municipal,11,46,2020,8,19,35,18,Martes,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,Sí,Se ignora,23,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas
Municipal,12,15,2020,11,19,57,27,Viernes,Accidente en no intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,No,No,25,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas
Municipal,12,28,2020,1,7,5,17,Viernes,Accidente en intersección,Sin accidente en esta zona,Colisión con motocicleta,1,1,Conductor,Pavimentada,Hombre,No,No,14,0,1,0,0,0,0,0,0,0,0,0,0,No fatal,Cifras Definitivas
Municipal,12,35,2020,12,10,20,18,Viernes,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,Se ignora,Se ignora,34,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas
Municipal,12,50,2020,3,12,50,25,Miercoles,Accidente en no intersección,Sin accidente en esta zona,Colisión con motocicleta,1,1,Conductor,Pavimentada,Hombre,No,No,28,0,1,0,0,0,0,0,0,0,0,0,0,No fatal,Cifras Definitivas
Municipal,12,55,2020,1,0,0,1,Miercoles,Accidente en intersección,Sin accidente en esta zona,Colisión con motocicleta,1,1,Conductor,Pavimentada,Hombre,Se ignora,Se ignora,15,0,1,0,0,0,0,0,1,0,0,0,0,No fatal,Cifras Definitivas
Municipal,13,51,2020,10,21,8,23,Viernes,Accidente en intersección,Sin accidente en esta zona,Otro,1,1,Conductor,Pavimentada,Hombre,Se ignora,Se ignora,99,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas
Municipal,13,51,2020,10,20,54,24,Sabado,Accidente en intersección,Sin accidente en esta zona,Otro,1,1,Conductor,Pavimentada,Hombre,Se ignora,Se ignora,23,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas
Municipal,13,77,2020,6,2,35,14,Domingo,Accidente en intersección,Sin accidente en esta zona,Otro,1,1,Conductor,Pavimentada,Hombre,No,Se ignora,17,0,0,0,0,0,0,0,1,0,0,0,0,No fatal,Cifras Definitivas
Municipal,14,1,2020,8,21,5,4,Martes,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Se fugó,Se ignora,Se ignora,0,0,1,0,0,0,0,0,1,0,0,0,0,No fatal,Cifras Definitivas
Municipal,14,8,2020,3,12,10,29,Domingo,Sin accidente en esta zona,Accidente en carretera estatal,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,Se ignora,Se ignora,20,0,0,0,0,0,0,0,1,0,0,0,0,No fatal,Cifras Definitivas
Municipal,14,15,2020,2,17,52,11,Martes,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Se fugó,Se ignora,Se ignora,0,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas
Municipal,14,23,2020,3,18,30,12,Jueves,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,No,Se ignora,37,0,0,0,0,0,0,0,1,0,0,0,0,No fatal,Cifras Definitivas
Municipal,14,23,2020,6,19,10,27,Sabado,Accidente en intersección,Sin accidente en esta zona,Colisión con motocicleta,1,1,Conductor,Pavimentada,Hombre,No,No,17,0,0,0,0,0,0,0,1,0,0,0,0,No fatal,Cifras Definitivas
Municipal,14,39,2020,3,20,45,5,Jueves,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Mujer,No,No,27,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas
Municipal,14,39,2020,7,3,3,15,Miercoles,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,No,Sí,23,0,1,0,0,0,0,0,2,0,0,0,0,No fatal,Cifras Definitivas
Municipal,14,39,2020,8,12,40,23,Domingo,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Mujer,No,Sí,17,0,0,0,0,0,0,0,2,0,0,0,0,No fatal,Cifras Definitivas
Municipal,14,39,2020,8,22,30,29,Sabado,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Mujer,No,Sí,36,0,0,0,0,0,0,0,1,0,0,0,0,No fatal,Cifras Definitivas
Municipal,14,39,2020,10,13,5,25,Domingo,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,No,No,23,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas
Municipal,14,39,2020,12,15,0,21,lunes,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Mujer,No,No,47,0,0,0,0,0,0,0,2,0,0,0,0,No fatal,Cifras Definitivas
Municipal,14,50,2020,7,8,25,20,lunes,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,Se ignora,Se ignora,99,0,0,0,0,0,0,0,1,0,0,0,0,No fatal,Cifras Definitivas
Municipal,14,63,2020,1,12,40,21,Martes,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Se fugó,Se ignora,Se ignora,0,0,0,0,0,0,0,0,1,0,0,0,0,No fatal,Cifras Definitivas
Municipal,14,63,2020,2,21,36,17,lunes,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,No,Se ignora,99,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas
Municipal,14,63,2020,6,18,42,14,Domingo,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Se fugó,Se ignora,Se ignora,0,0,0,0,0,0,0,0,1,0,0,0,0,No fatal,Cifras Definitivas
Municipal,14,63,2020,7,15,38,27,lunes,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Se fugó,Se ignora,Se ignora,0,0,0,0,0,0,0,0,1,0,0,0,0,No fatal,Cifras Definitivas
Municipal,14,63,2020,9,17,15,18,Viernes,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Mujer,No,Se ignora,19,0,0,0,0,0,0,0,2,0,0,0,0,No fatal,Cifras Definitivas
Municipal,14,63,2020,10,11,45,10,Sabado,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Mujer,No,Se ignora,38,0,0,0,0,0,0,0,1,0,0,0,0,No fatal,Cifras Definitivas
Municipal,14,63,2020,12,10,50,3,Jueves,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,No,No,21,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas
Municipal,14,82,2020,1,17,23,31,Viernes,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,No,Se ignora,26,0,0,0,0,0,0,0,1,0,0,0,0,No fatal,Cifras Definitivas
Municipal,14,82,2020,3,14,30,17,Martes,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,Se ignora,Se ignora,30,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas
Municipal,14,82,2020,10,20,24,27,Martes,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Mujer,Se ignora,Se ignora,48,0,0,0,0,0,0,0,1,0,0,0,0,No fatal,Cifras Definitivas
Municipal,14,83,2020,12,16,36,26,Sabado,Accidente en intersección,Sin accidente en esta zona,Colisión con motocicleta,1,1,Otra,Pavimentada,Hombre,No,Se ignora,99,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas
Municipal,14,91,2020,12,14,30,3,Jueves,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,No,Se ignora,99,0,1,0,0,0,0,0,1,0,0,0,0,No fatal,Cifras Definitivas
Municipal,14,94,2020,5,16,50,16,Sabado,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,Se ignora,Se ignora,18,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas
Municipal,14,94,2020,10,18,46,18,Domingo,Sin accidente en esta zona,Accidente en carretera estatal,Colisión con motocicleta,1,1,Conductor,Pavimentada,Se fugó,Se ignora,Se ignora,0,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas
Municipal,14,116,2020,5,20,19,29,Viernes,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,Sí,No,32,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas
Municipal,14,118,2020,8,15,46,12,Miercoles,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,No,Se ignora,16,0,0,0,0,0,0,0,1,0,0,0,0,No fatal,Cifras Definitivas
Municipal,14,120,2020,3,13,25,4,Miercoles,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,No,No,20,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas
Municipal,14,120,2020,5,18,45,16,Sabado,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,No,Sí,18,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas
Municipal,14,120,2020,6,11,45,10,Miercoles,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Se fugó,Se ignora,Se ignora,0,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas
Municipal,14,120,2020,7,10,25,9,Jueves,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Se fugó,Se ignora,Se ignora,0,0,0,0,0,0,0,0,1,0,0,0,0,No fatal,Cifras Definitivas
Municipal,14,120,2020,12,22,30,18,Viernes,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,No,Sí,99,0,0,0,0,0,0,0,1,0,0,0,0,No fatal,Cifras Definitivas
Municipal,14,121,2020,10,18,50,26,lunes,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,Se ignora,Se ignora,36,0,1,0,0,0,0,0,1,0,0,0,0,No fatal,Cifras Definitivas
Municipal,14,124,2020,7,13,5,1,Miercoles,Accidente en intersección,Sin accidente en esta zona,Otro,1,1,Conductor,Pavimentada,Mujer,No,No,17,0,0,0,0,0,0,0,1,0,0,0,0,No fatal,Cifras Definitivas
Municipal,15,13,2020,7,10,40,3,Viernes,Accidente en no intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Mujer,No,Se ignora,28,0,0,0,1,0,0,0,1,0,0,0,0,No fatal,Cifras Definitivas
Municipal,15,13,2020,12,12,0,18,Viernes,Accidente en no intersección,Sin accidente en esta zona,Colisión con motocicleta,1,1,Conductor,Pavimentada,Hombre,No,Se ignora,19,0,0,0,0,0,0,0,1,0,0,0,0,No fatal,Cifras Definitivas
Municipal,15,25,2020,3,12,10,30,lunes,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,No,Se ignora,28,0,0,0,0,0,0,0,1,0,0,0,0,No fatal,Cifras Definitivas
Municipal,15,25,2020,7,8,58,5,Domingo,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,Se ignora,Se ignora,24,0,0,0,0,0,0,0,1,0,0,0,0,No fatal,Cifras Definitivas
Municipal,15,25,2020,8,14,9,10,lunes,Accidente en intersección,Sin accidente en esta zona,Colisión con peatón (atropellamiento),1,1,Conductor,Pavimentada,Hombre,Se ignora,Se ignora,99,0,0,0,0,0,1,0,1,0,0,0,0,No fatal,Cifras Definitivas
Municipal,15,25,2020,9,20,57,1,Martes,Accidente en no intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,Se ignora,Se ignora,17,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas
Municipal,15,25,2020,9,17,15,9,Miercoles,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,Se ignora,Se ignora,99,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas
Municipal,15,25,2020,10,18,52,5,lunes,Accidente en no intersección,Sin accidente en esta zona,Volcadura,1,1,Conductor,Pavimentada,Hombre,Se ignora,Se ignora,99,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas
Municipal,15,25,2020,10,13,31,10,Sabado,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,Se ignora,Se ignora,99,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas
Municipal,15,25,2020,12,11,11,1,Martes,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,Se ignora,Se ignora,59,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas
Municipal,15,25,2020,12,18,54,18,Viernes,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Se fugó,Se ignora,Se ignora,0,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas
Municipal,15,33,2020,1,18,45,12,Domingo,Accidente en intersección,Sin accidente en esta zona,Otro,1,1,Conductor,Pavimentada,Hombre,Se ignora,Se ignora,25,0,1,0,2,0,0,0,0,0,0,0,0,No fatal,Cifras Definitivas
Municipal,15,33,2020,1,22,45,23,Jueves,Accidente en intersección,Sin accidente en esta zona,Otro,1,1,Conductor,Pavimentada,Hombre,Se ignora,Se ignora,20,0,1,0,1,0,0,0,0,0,0,0,0,No fatal,Cifras Definitivas
Municipal,15,33,2020,1,21,35,26,Domingo,Accidente en intersección,Sin accidente en esta zona,Otro,1,1,Conductor,Pavimentada,Hombre,Se ignora,Se ignora,23,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas
Municipal,15,33,2020,5,16,15,8,Viernes,Accidente en intersección,Sin accidente en esta zona,Otro,1,1,Conductor,Pavimentada,Hombre,Se ignora,Se ignora,24,0,1,0,1,0,0,0,0,0,0,0,0,No fatal,Cifras Definitivas
Municipal,15,33,2020,7,17,26,9,Jueves,Accidente en intersección,Sin accidente en esta zona,Otro,1,1,Conductor,Pavimentada,Hombre,Se ignora,Se ignora,24,0,0,0,0,0,0,0,1,0,0,0,0,No fatal,Cifras Definitivas
Municipal,15,33,2020,7,17,5,27,lunes,Accidente en intersección,Sin accidente en esta zona,Colisión con motocicleta,1,1,Conductor,Pavimentada,Mujer,Se ignora,Se ignora,50,0,1,0,0,0,0,0,0,0,0,0,0,No fatal,Cifras Definitivas
Municipal,15,33,2020,9,21,50,9,Miercoles,Accidente en intersección,Sin accidente en esta zona,Otro,1,1,Conductor,Pavimentada,Hombre,Se ignora,Se ignora,99,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas
Municipal,15,33,2020,9,14,15,23,Miercoles,Accidente en intersección,Sin accidente en esta zona,Otro,1,1,Conductor,Pavimentada,Hombre,Se ignora,Se ignora,99,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas
Municipal,15,42,2020,2,15,17,10,lunes,Sin accidente en esta zona,Accidente en camino rural,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,Se ignora,Se ignora,34,0,0,0,0,0,0,0,1,0,0,0,0,No fatal,Cifras Definitivas
Municipal,15,76,2020,6,12,42,18,Jueves,Accidente en no intersección,Sin accidente en esta zona,Colisión con motocicleta,1,1,Conductor,Pavimentada,Se fugó,Se ignora,Se ignora,0,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas
Municipal,15,76,2020,9,9,20,21,lunes,Accidente en no intersección,Sin accidente en esta zona,Colisión con vehículo automotor,1,1,Conductor,Pavimentada,Hombre,No,No,42,0,2,0,0,0,0,0,0,0,0,0,0,No fatal,Cifras Definitivas
Municipal,15,76,2020,10,14,35,24,Sabado,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,1,1,Conductor,Pavimentada,Hombre,No,No,20,0,1,0,0,0,0,0,0,0,0,0,0,No fatal,Cifras Definitivas
Municipal,15,76,2020,11,9,32,24,Martes,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,1,1,Conductor,No Pavimentada,Hombre,No,No,36,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas
Municipal,15,76,2020,12,9,30,28,lunes,Accidente en no intersección,Sin accidente en esta zona,Colisión con peatón (atropellamiento),1,1,Conductor,Pavimentada,Hombre,No,No,20,0,0,0,0,0,3,0,0,0,0,0,0,No fatal,Cifras Definitivas
Municipal,15,106,2020,3,19,42,28,Sabado,Accidente en intersección,Sin accidente en esta zona,Colisión con motocicleta,1,1,Conductor,Pavimentada,Hombre,Se ignora,Se ignora,49,0,1,0,0,0,0,0,0,0,0,0,0,No fatal,Cifras Definitivas
Municipal,15,109,2020,2,9,40,19,Miercoles,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,Se ignora,Se ignora,20,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas
Municipal,15,109,2020,7,20,5,16,Jueves,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,No,No,23,0,0,0,0,0,0,0,2,0,0,0,0,No fatal,Cifras Definitivas
Municipal,15,109,2020,8,15,0,26,Miercoles,Accidente en no intersección,Sin accidente en esta zona,Otro,1,1,Conductor,Pavimentada,Hombre,No,No,23,0,2,0,0,0,0,0,0,0,0,0,0,No fatal,Cifras Definitivas
Municipal,16,6,2020,4,10,20,15,Miercoles,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Se fugó,Se ignora,Se ignora,0,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas
Municipal,16,16,2020,11,19,0,1,Domingo,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Se fugó,Se ignora,Se ignora,0,0,0,0,0,0,0,0,1,0,0,0,0,No fatal,Cifras Definitivas
Municipal,16,25,2020,10,10,50,12,lunes,Sin accidente en esta zona,Accidente en carretera estatal,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,Se ignora,Se ignora,28,0,0,0,0,0,0,0,1,0,0,0,0,No fatal,Cifras Definitivas
Municipal,16,34,2020,11,14,40,21,Sabado,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,No,No,18,0,0,0,0,0,0,0,1,0,0,0,0,No fatal,Cifras Definitivas
Municipal,16,36,2020,8,13,22,2,Domingo,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,Se ignora,Se ignora,21,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas
Municipal,16,43,2020,1,7,10,10,Viernes,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,Se ignora,Se ignora,43,0,1,0,0,0,0,0,1,0,0,0,0,No fatal,Cifras Definitivas
Municipal,16,43,2020,3,13,25,9,lunes,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,No,Se ignora,20,0,1,0,0,0,0,0,1,0,0,0,0,No fatal,Cifras Definitivas
Municipal,16,43,2020,6,21,30,4,Jueves,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,Se ignora,Se ignora,17,0,0,0,0,0,0,0,1,0,0,0,0,No fatal,Cifras Definitivas
Municipal,16,43,2020,6,20,15,7,Domingo,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,No Pavimentada,Se fugó,Se ignora,Se ignora,0,0,0,0,0,0,0,0,1,0,0,0,0,No fatal,Cifras Definitivas
Municipal,16,43,2020,7,9,15,6,lunes,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,No,Se ignora,18,0,0,0,0,0,0,0,1,0,0,0,0,No fatal,Cifras Definitivas
Municipal,16,45,2020,3,14,15,22,Domingo,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,Se ignora,Se ignora,99,0,0,0,0,0,0,0,1,0,0,0,0,No fatal,Cifras Definitivas
Municipal,16,45,2020,4,17,20,19,Domingo,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,Se ignora,Se ignora,99,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas
Municipal,16,50,2020,10,23,30,26,lunes,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,Sí,Se ignora,27,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas
Municipal,16,53,2020,1,19,40,30,Jueves,Sin accidente en esta zona,Accidente en carretera estatal,Colisión con ciclista,1,1,Conductor,Pavimentada,Mujer,No,No,24,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas
Municipal,16,53,2020,5,16,10,1,Viernes,Accidente en intersección,Sin accidente en esta zona,Colisión con motocicleta,1,1,Conductor,Pavimentada,Hombre,No,Sí,34,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas
Municipal,16,53,2020,11,3,35,8,Domingo,Accidente en no intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,No,Sí,31,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas
Municipal,16,53,2020,11,17,0,14,Sabado,Sin accidente en esta zona,Accidente en carretera estatal,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,No,Sí,40,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas
Municipal,16,53,2020,11,18,30,14,Sabado,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,No,Sí,57,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas
Municipal,16,64,2020,1,14,50,21,Martes,Sin accidente en esta zona,Accidente en camino rural,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,Se ignora,Se ignora,99,0,0,0,0,0,0,0,1,0,0,0,0,No fatal,Cifras Definitivas
Municipal,16,67,2020,11,23,13,15,Domingo,Sin accidente en esta zona,Accidente en carretera estatal,Colisión con ciclista,1,1,Conductor,Pavimentada,Se fugó,Se ignora,Se ignora,0,0,0,0,0,0,0,0,1,0,0,0,0,No fatal,Cifras Definitivas
Municipal,16,69,2020,11,14,25,10,Martes,Sin accidente en esta zona,Accidente en camino rural,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,No,Se ignora,17,0,1,0,0,0,0,0,1,0,0,0,0,No fatal,Cifras Definitivas
Municipal,16,70,2020,1,14,36,9,Jueves,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,Se ignora,Se ignora,99,0,0,0,0,0,0,0,2,0,0,0,0,No fatal,Cifras Definitivas
Municipal,16,78,2020,10,19,10,7,Miercoles,Sin accidente en esta zona,Accidente en carretera estatal,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,Sí,Se ignora,35,0,1,0,0,0,0,0,1,0,0,0,0,No fatal,Cifras Definitivas
Municipal,16,83,2020,1,18,30,26,Domingo,Sin accidente en esta zona,Accidente en camino rural,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,No,No,19,0,0,0,0,0,0,0,2,0,0,0,0,No fatal,Cifras Definitivas
Municipal,16,102,2020,8,15,28,13,Jueves,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,No,No,18,0,0,0,0,0,0,0,1,0,0,0,0,No fatal,Cifras Definitivas
Municipal,16,102,2020,9,21,15,9,Miercoles,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,No,No,99,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas
Municipal,16,102,2020,11,9,52,25,Miercoles,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,1,Conductor,Pavimentada,Hombre,Se ignora,Se ignora,66,0,0,0,0,0,0,0,2,0,0,0,0,No fatal,Cifras Definitivas
